curso_titulo;curso_slug;curso_descricao;modulo_titulo;modulo_ordem;aula_ordem;aula_titulo;aula_subtitulo;video_url;video_tipo;aula_descricao;materiais
Excel para cálculos judiciais;excel-para-calculos-judiciais;;Excel Para Calculos Judiciais;1;4;Começando a trabalhar com automatização de cálculos;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=92c69534-235a-45eb-bbfd-0625b3a3ee63;panda;A mágica tem que começar... o Excel é capaz de facilitar teu trabalho de forma incrível.;
Excel para cálculos judiciais;excel-para-calculos-judiciais;;Excel Para Calculos Judiciais;1;5;Funções lógicas no Excel;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=d092e7b8-0e06-4cac-aa99-5b66c96ac7e9;panda;Essas funções lógicas tem papel muito importante nos cálculos judiciais.;
Excel para cálculos judiciais;excel-para-calculos-judiciais;;Excel Para Calculos Judiciais;1;6;Funções de pesquisa para cálculos judiciais;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=4cab45f3-27a8-40d9-872a-c78605e1a8f7;panda;Conteúdo de muita importância para aplicarmos nos cálculos.;
Excel para cálculos judiciais;excel-para-calculos-judiciais;;Excel Para Calculos Judiciais;1;7;Funções financeiras na perícia judicial;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=23fbe1b8-d130-4f08-9099-c87af7454512;panda;Conheça algumas das principais funções e onde usamos elas.;
Excel para cálculos judiciais;excel-para-calculos-judiciais;;Excel Para Calculos Judiciais;1;8;Aprendendo a trabalhar com datas no Excel;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=236566aa-7f44-4e96-a3af-f9f5823b7590;panda;As datas tem papel relevante em todos os cálculos judicais. Veja como pode facilitar essa parte.;
VOCÊ, Perito é!;voce-perito-e;;Desafio Pericial No 01;1;0;Sobre os desafios. O que está em jogo?;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=9a533789-2f2c-40f8-ae08-45a84fd0fc00;panda;Tudo que viveu chega neste momento!;
VOCÊ, Perito é!;voce-perito-e;;Desafio Pericial No 01;1;1;Sobre o desafio;;;;"Chegou a hora de você se testar de verdade e começar a dar os passos que um Perito de verdade deve percorrer!

Seja agora muito bem vindo ao seu novo mundo…não tenha medo de errar, não se esqueça que a matemática é lógica… descubra ela nos processos e monte os cálculos. Essa série de desafios é a chave do teu sucesso.

Boa sorte, concentra e vai!

Sobre o Desafio 01

Os desafios consistem em processos (decisões judiciais) em que você deverá fazer a leitura integral, buscar das informações pertinentes ao cálculo e tentar realizar o trabalho como se estivesse encaminhando para justiça, para isso algumas observações:

• Leia atentamente a sentença, uma, duas, quantas vezes por necessário para captar a ideia do pedido, e a quilo que o juízo determina para o cálculo;

• Confira os valores que você calcular… olhe novamente o índice de correção se está correto, as datas, os valores, as fórmulas… revise tudo!

• Baixe o arquivo da sentença, elabore os cálculos e depois comece a avaliação.

• Data da citação 18/01/2008

• Índice de atualização é a média do INPC e IGP-DI

• Data do cálculo 27/08/2015.

Concentra e vai!!!!

Boa sorte,

Marlos Henrique";Sentença prova.pdf
VOCÊ, Perito é!;voce-perito-e;;Desafio Pericial No 01;1;2;Desafio nº 01;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=f8590fca-db2d-4abf-9367-8d8eb6f260ef;panda;Prepare-se!;
VOCÊ, Perito é!;voce-perito-e;;Desafio Pericial No 01;1;3;Desafio corrigido;;;;A prova final é importante, sim, mas ela é reflexo de tudo que você acumulou de conhecimento ao longo do curso. Quero te mostrar agora a correção do desafio 01.;Desafio 01 resolvido.pdf
VOCÊ, Perito é!;voce-perito-e;;Desafio Pericial No 02;2;0;Sobre o desafio;;;;"A ideia é que a cada desafio você seja mais e mais testado! a cada teste a dificuldade aumenta e a necessidade de atenção e concentração também, bem como zelo pelos números que você está apurando.

Lembre-se de que esses números vão para a justiça e lá não tem 2ª chance.

Arrebenta!

Informaçõe sobre o Desafio 2

Agora que já passou o medo inicial com o primeiro desafio, assim espero… vamos para o próximo que vai exigir de você mais do que imagine, pois é um cálculo que não estudamos no curso. Na verdade tudo que compõem o cálculo nós estudamos, o que você precisa fazer é montar a estrutura da planilha e a lógica dos cálculos em sua mente. Precisa entender bem o que está sendo deferido e colocar isso na planilha. Rabisque, desenhe…faça o que achar melhor para visualizar o padrão do cálculo.

DICA

– O percentual de juros neste caso é calculado de forma crescente por se tratar de diferenças de pensionamento, ou seja, pagamentos com trato sucessivo (mensais). Então você deve fazer a sua planilha mês a mês do início até a data final e os juros serão calculados com 1% a.m. a cada mês de cálculo. Exemplo: Suponha que tenha que calcular os juros mês a mês (1% a.m.). Você está realizando o cálculo em 03/02/2016 e as diferenças devidas ao Autor acabam no mês de 07/2015 então neste mês depois de atualizado o valor você vai fazer um datadif da data do cálculo 03/02/2016 até o mês de 01/07/2015 e vai ver que os juros serão de 7%, logo, o mês anterior (06/2015) será 8% e assim sucessivamente.

Como sempre, faça os cálculos, refaça, confira, reconfira e aí comece as provas, qualquer dúvida usa o fórum, chat, mensagens…enfim, o que não pode é ficar sem conhecimento ok?

Tenho certeza que vai se sair bem…

Lembre-se seu futuro depende disto!

Abraços,

Marlos.";SENTENÇAA.pdf
VOCÊ, Perito é!;voce-perito-e;;Desafio Pericial No 02;2;1;Desafio nº 02;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=f8590fca-db2d-4abf-9367-8d8eb6f260ef;panda;"Agora que já passou o medo inicial com o primeiro desafio, assim espero… vamos para o próximo que vai exigir de você mais do que imagine, pois é um cálculo que não estudamos no curso. Na verdade tudo que compõem o cálculo nós estudamos, o que você precisa fazer é montar a estrutura da planilha e a lógica dos cálculos em sua mente. Precisa entender bem o que está sendo deferido e colocar isso na planilha. Rabisque, desenhe…faça o que achar melhor para visualizar o padrão do cálculo.

DICA

– O percentual de juros neste caso é calculado de forma crescente por se tratar de diferenças de pensionamento, ou seja, pagamentos com trato sucessivo (mensais). Então você deve fazer a sua planilha mês a mês do início até a data final e os juros serão calculados com 1% a.m. a cada mês de cálculo. Exemplo: Suponha que tenha que calcular os juros mês a mês (1% a.m.). Você está realizado o cálculo em 03/02/2016 e as diferenças devidas ao Autor acabam no mês de 07/2015 então neste mês depois de atualizado o valor você vai fazer um datadif da data do cálculo 03/02/2016 até o mês de 01/07/2015 e vai ver que os juros serão de 7%, logo, o mês anterior (06/2015) será 8% e assim sucessivamente.

Como sempre, faça os cálculos, refaça, confira, reconfira e aí comece as provas, qualquer dúvida usa o fórum, chat, mensagens…enfim, o que não pode é ficar sem conhecimento ok?

Tenho certeza que vai se sair bem…

Lembre-se seu futuro depende disto!

Abraços,

Marlos.";
VOCÊ, Perito é!;voce-perito-e;;Desafio Pericial No 02;2;2;Desafio corrigido;;;;Esse é um cálculo que já começou a complicar não é mesmo? Aí que a coisa começa a ficar legal…;Desafio 02 Resolvido.pdf
VOCÊ, Perito é!;voce-perito-e;;Desafio Pericial No 03;3;0;Sobre o desafio;;;;"Tenho certeza de que está curtindo e muito passar cada etapa desses desafios não?

É sempre uma alegria enorme quando conseguimos resolver problemas e apresentar cálculos com tranquilidade e segurança, mas ainda temos muito pela frente!

Mantenha o ritmo.

Sobre o Desafio 03

Uhuullll próximo desafio e este acho que vai te exigir muito mais do que o anterior. Trata-se de um processo bem legal de fazer e quero que você já se acostume a ler o processo na íntegra, por isso estou juntando diversas peças do processo na ordem para que entenda bem a discussão e já se prepare para o mundo da perícia judicial, não é essa a ideia do curso? Então…

Vai perceber com a leitura da petição inicial e também da sentença/acórdãos que o pedido trata-se da inclusão de uma determinada verba na base de cálculo do tempo de serviço.

DICAS IMPORTANTES (anote essas dicas para elaborar o cálculo):

– Não se esqueça de se atentar com os percentuais do ATS (tempo de serviço) mês a mês nos contracheques pois eles variam, já que a nova base calculada será multiplicada por esse percentual.

– A rubrica “Gratificação ATS – Emenda 19/98” também deve ser considerada para cálculo do percentual do ATS total no mês (que é a soma do ATS normal mais o ATS Emenda 19/98).

– Abater o valor pago mês a mês .

– Prestar atenção na prescrição quinquenal a contar da data do ajuizamento que ocorreu em 03/2010.

– O cálculo vai até o mês de 04/2012

– Não esquecer que essa diferença também reflete no 13º salário de cada ano, então em cada dezembro multiplicar as diferenças por 2 ok?

– Data da citação 05/10/2010

– Data do cálculo 10/10/2016

– Juros no percentual de 0,5% a.m.

– Lembre-se que os acórdãos sempre estão acima da sentença, ou seja, se o acórdão mudar alguma coisa da sentença então o que vale é a decisão do acórdão.

– Os juros possuem data de início e devem ser calculados até a data do cálculo de forma crescente.

Depois que fizer os cálculos então podemos começar a prova!

Ahhhhhhhh… só posso te desejar boa sorte e dizer que estarei sempre por aqui!

Marlos Henrique";Aquivos para DESAFIO 3.zip
VOCÊ, Perito é!;voce-perito-e;;Desafio Pericial No 03;3;1;Desafio nº 03;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=f8590fca-db2d-4abf-9367-8d8eb6f260ef;panda;Agora a coisa tá ficando complicada…prepare-se para coisas mais emocionantes daqui pra frente!;
VOCÊ, Perito é!;voce-perito-e;;Desafio Pericial No 03;3;2;Desafio corrigido;;;;Preste atenção em como você deve/deveria ter feito esses cálculos.;Desafio 03 RESOLVIDO.pdf
VOCÊ, Perito é!;voce-perito-e;;Desafio Pericial No 04;4;0;Sobre o desafio;;;;"Como sempre você mandando muito bem! Então vamos fechar o curso com chave de ouro!

Prepare-se para o último desafio!

Sobre o Desafio 04

Ufaaaaaaaaaaaaaaaaaa… penúltimo desafio e este digamos que é um cálculo mais “descontraído” mas com uma relevância enorme, inclusive pode já te dar no início de carreia grande possibilidades de cálculo, já que se trata de um contrato de compra e venda de imóveis. Muitas vezes somos procurados para recalcular um contrato com base nas cláusulas deste mesmo contrato para saber se há ou não alguma cobrança indevida por parte da construtora ou incorporadora.

Neste desafio quero que leia muito atentamente o contrato de compra e venda, forma de pagamento, correção monetária, juros, datas, prazos, enfim tudo que for importante para o cálculo. O ideal é que você monte uma síntese desse contrato a partir da leitura do mesmo para não precisar ficar folhando ele toda vez que precisar de alguma informação, certo?

Nós temos parcelas únicas, parcelas anuais e parcelas mensais.

O QUE DEVE FAZER NESTE DESAFIO

– Quero que você monte uma planilha com o máximo de capricho no layout, lógica, de forma intuitiva e com as informações bem posicionadas. Pense bem em como vai estruturar essa planilha e como vai apresentá-la, lembre-se de que as pessoas que veem ela não são peritos por isso a clareza das informações e demonstrar todas as etapas do cálculo.

– Os juros que deverão ser acrescidos de acordo com o contrato, você deverá pegar a variação inflacionário do mês (%) e somar com 1% para aí depois transformar em índice, acumular e assim por diante.

– Monte em uma aba separado a evolução dos indicadores de atualização monetária.

– Calcule o valor das parcelas únicas, anuais e mensais até a parcela 06/2017 (utilizar os critérios estabelecidos em contrato)

– Informe a soma de todas as parcelas corrigidas que são devidas pelo comprador do imóvel desde o início até 06/2017.

Preste bastante atenção nos critérios de atualização, se preciso volte lá na aula de atualização monetária, porque qualquer erro aqui vai ser fatal!

Agora eu já não vou desejar mais boa sorte, mas sim bom trabalho, amigo(a) de profissão!

Estamos quase lá!

Abraços,

Marlos.";CONTRATO.pdf
VOCÊ, Perito é!;voce-perito-e;;Desafio Pericial No 04;4;1;Desafio nº 04;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=f8590fca-db2d-4abf-9367-8d8eb6f260ef;panda;Ufaaaaaaaaaaaaaaaaaa… penúltimo desafio e este digamos que é um cálculo mais “descontraído” mas com uma relevância enorme, inclusive pode já te dar no início de carreia grande possibilidades de cálculo, já que se trata de um contrato de compra e venda de imóveis. Muitas vezes somos procurados para recalcular um contrato com base nas cláusulas deste mesmo contrato para saber se há ou não alguma cobrança indevida por parte da construtora ou incorporadora.;
VOCÊ, Perito é!;voce-perito-e;;Desafio Pericial No 04;4;2;Desafio corrigido;;;;Acho que esse cálculo foi divertido de fazer. Vamos conferir na planilha;Desafio 4 RESOLVIDO.pdf
VOCÊ, Perito é!;voce-perito-e;;Desafio Pericial No 05;5;0;Sobre o desafio;;;;"Neste último desafio vamos trabalhar em um tipo de cálculo judicial, cujo direito foi reconhecido a praticamente todos os funcionários públicos do país sendo que essas ações são ajuizadas geralmente pelo sindicato.

É uma grande oportunidade de aprendizado e de alavancagem de trabalho pericial.

Sobre o Desafio 05

A tese da URV, matéria esta amplamente discutida no judiciário versa sobre uma defasagem de 11,98% (esse percentual é fixado pelo juízo) sobre as verbas de natureza salarial recebidos por funcionários públicos quando vigora a Lei 8880/94 determinando a conversão da moeda de forma equivocada em 03/1994, ou seja, todos os trabalhadores em 1994 tiveram sua remuneração (salário e outras verbas de natureza salarial) defasada. As decisões judiciais são no sentido de incorporar esse percentual de 11,98% nas remuneração mensal do autor, logicamente, respeitando o período de cálculo, bem como possível prescrição.

Leia atentamente o acórdão de procedência do pedido e prepare-se para fazer esse cálculo que faz parte de uma ação coletiva que fizemos mais de 1500 cálculos. Todos terão o mesmo padrão de correção monetária, mesma taxa de juros (crescente), data de prescrição e assim por diante, haja vista que se trata de um processo único com mais autores, logo, a decisão e parâmetros vale para todos. Então aqui vai algumas dicas:

1. A prescrição do processo é datada em 15/08/2004, logo seus cálculos começaram nessa data (considere o mês cheio);

2. A data da citação é 07/08/2008;

3. Correção monetária e juros de acordo com deferido em acórdão;

4. Data do cálculo: 02/2016

5. Honorários atualizados a partir da data de publicação do acórdão em 16/10/2013

6. Não pode esquecer de calcular também as diferenças sobre os 13º salários do período também nos meses de dezembro de cada ano;

7. Verbas de natureza salaria que deverão incidir o reajuste de 11,98%:

– Subsídio (Prestar atenção das diferenças pagas em alguns meses)

– Vencimento comissionado

– 13º salário sempre em dezembro de cada ano (Prestar atenção das diferenças pagas em alguns meses)

– Férias com 1/3 (preste atenção que no contracheque ele só informa o adicional de 1/3, mas o autor recebe o valor inteiro acrescido do adicional legal de 1/3 que deverá ser contemplado por você a soma desses valores a título de férias)

– Produtividade (Prestar atenção das diferenças pagas em alguns meses)

– DAJ5 – Gratificação

– Grat de Atividade Judiciária (Prestar atenção das diferenças pagas em alguns meses)

– Representação (Prestar atenção das diferenças pagas em alguns meses)

7. Some tudo que é devido em cada mês e aplique o percentual deferido (11,98%) para achar o valor da diferença a receber mensalmente.

O resto do cálculo é com você! Ahhh você vai ter que estudar a lei 11960/2009 e também ver a questão do percentual de juros da poupança porque ela considera a variação da SELIC para achar seu percentual, então boa sorte, muita sorte e competência!

Uma dica… se concentre na META SELIC que é anual, aplique os 70% caso ela seja menor ou igual do que 8,5% ao ano a partir de 05/2012, se for maior do que 8,5% os juros é de 0,5% a.m. Anterior a lei 11960/2009 os juros moratórios equivale a 0,5% a.m fico de acordo com a Lei 9494/97 (Art. 1º F).

Exemplo: Meta SELIC em 12/2012 = 7,25% (menor ou igual do que 8,5% então descapitalizar achando a meta ensalidade) e depois aplicar 70%. Para decompor a taxa anual em mensal utilizar a fórmula (1+(7,25%)^(1/12)-1. O resultado da taxa de juros desse mês é 0,5850% que ,iltpilicado por 70% equivale a 0,4095%.

Boa sorte e concentra muito… esse cálculo vai dar muito erro se não prestar atenção, principalmente pela quantidade de detalhes no contracheque e cálculo dos juros de mora.

Marlos Henrique";ARQUIVOS PARA O DESAFIO.zip
